<Animal: Animal playWith(Animal)>	playWith	0
<Animal: void <init>()>	<init>	0
<Animal: void play()>	play	0
<Cat: Cat getParent()>	getParent	0
<Cat: void <init>()>	<init>	0
<Cat: void play()>	play	0
<Cat: void setParent(Cat)>	setParent	0
<Dog: void <init>()>	<init>	0
<Dog: void play()>	play	0
<Simple_Pointer: void <init>()>	<init>	0
<Simple_Pointer: void main(java.lang.String[])>	main	0
<Simple_Pointer: void morePlay(Cat)>	morePlay	0
<Simple_Pointer: void sanitize(java.lang.Object)>	sanitize	0
<Simple_Pointer: void test(int)>	test	0
