<Simple_Pointer: void main(java.lang.String[])>/assign/1	new_var_1	<Simple_Pointer: void main(java.lang.String[])>/new Simple_Pointer/0	<Simple_Pointer: void main(java.lang.String[])>/$stack4	<Simple_Pointer: void main(java.lang.String[])>	new_var_17
<Simple_Pointer: void main(java.lang.String[])>/assign/3	new_var_10	<Simple_Pointer: void main(java.lang.String[])>/new java.io.BufferedReader/0	<Simple_Pointer: void main(java.lang.String[])>/$stack6	<Simple_Pointer: void main(java.lang.String[])>	new_var_18
<Simple_Pointer: void main(java.lang.String[])>/assign/4	new_var_13	<Simple_Pointer: void main(java.lang.String[])>/new java.io.InputStreamReader/0	<Simple_Pointer: void main(java.lang.String[])>/$stack7	<Simple_Pointer: void main(java.lang.String[])>	new_var_18
<Simple_Pointer: void main(java.lang.String[])>/assign/6	12	<Simple_Pointer: void main(java.lang.String[])>/new java.lang.StringBuilder/0	<Simple_Pointer: void main(java.lang.String[])>/$stack9	<Simple_Pointer: void main(java.lang.String[])>	14
<Simple_Pointer: void test(int)>/assign/2	new_var_3	<Simple_Pointer: void test(int)>/new Cat/0	<Simple_Pointer: void test(int)>/$stack4	<Simple_Pointer: void test(int)>	26
<Simple_Pointer: void test(int)>/assign/4	new_var_15	<Simple_Pointer: void test(int)>/new Dog/0	<Simple_Pointer: void test(int)>/$stack5	<Simple_Pointer: void test(int)>	28
<Simple_Pointer: void test(int)>/assign/7	13	<Simple_Pointer: void test(int)>/new Cat/1	<Simple_Pointer: void test(int)>/$stack6	<Simple_Pointer: void test(int)>	32
new_var_22	15	new_var_23	new_var_19	<Simple_Pointer: void test(int)>	new_var_4
